train/explained_variance,train/approx_kl,time/total_timesteps,time/fps,train/value_loss,rollout/ep_len_mean,train/std,train/learning_rate,time/time_elapsed,train/clip_range,train/n_updates,train/clip_fraction,rollout/ep_rew_mean,train/entropy_loss,train/loss,train/policy_gradient_loss,time/iterations,eval/mean_ep_length,eval/mean_reward
0.9785447120666504,0.016899161,38993920,7244,0.013830267731100321,370.25,3.2609012126922607,0.0003,5382,0.2,11890,0.1451690673828125,4745.99849527,-39.870604515075684,-0.22861075401306152,-0.018615510780364275,1190,,
0.9790928959846497,0.017097887,39000000,,0.013768141996115446,,3.2652156352996826,0.0003,,0.2,11900,0.153643798828125,,-39.887620735168454,-0.22989912331104279,-0.01908767889253795,,391.4,5289.10445125103
0.9837087392807007,0.017440893,39321600,7243,0.011426763841882348,373.61,3.3170347213745117,0.0003,5428,0.2,11990,0.1538055419921875,4733.21436983,-40.09509391784668,-0.23089522123336792,-0.018754141184035688,1200,,
0.9828057885169983,0.017910779,39649280,7244,0.011958835506811738,392.39,3.365784168243408,0.0003,5473,0.2,12090,0.149169921875,4984.175906840001,-40.278455543518064,-0.23346532881259918,-0.020078058924991638,1210,,
0.9851416945457458,0.017491309,39976960,7244,0.009681567503139376,374.14,3.4134678840637207,0.0003,5518,0.2,12190,0.1443695068359375,4793.9547346399995,-40.458673286437985,-0.23699447512626648,-0.020659282617270947,1220,,
0.9825817942619324,0.018493395,40000000,,0.011624694848433138,,3.4185848236083984,0.0003,,0.2,12200,0.153326416015625,,-40.46614379882813,-0.2345665842294693,-0.019881326938048005,,403.8,5630.617579698563
0.9836338758468628,0.017220616,40304640,7244,0.010359520278871059,390.83,3.457953453063965,0.0003,5563,0.2,12290,0.1496185302734375,5029.7785075500005,-40.63014583587646,-0.23741905391216278,-0.020260211557615548,1230,,
0.9852094650268555,0.01731256,40632320,7244,0.00927589596249163,386.13,3.5264673233032227,0.0003,5608,0.2,12390,0.14495849609375,4985.98143909,-40.90858383178711,-0.238951176404953,-0.02059748781612143,1240,,
0.9838061332702637,0.01681754,40960000,7245,0.009795900154858827,393.27,3.5827155113220215,0.0003,5652,0.2,12490,0.1475250244140625,5075.54891576,-41.110802459716794,-0.23927341401576996,-0.019852293661097066,1250,,
0.9864054918289185,0.015942145,41000000,,0.009042108664289117,,3.589448928833008,0.0003,,0.2,12510,0.1395355224609375,,-41.154982566833496,-0.23644153773784637,-0.018045809271279724,,418.4,5581.216371962428
0.9835500121116638,0.017004274,41287680,7245,0.01083030942827463,369.58,3.625678062438965,0.0003,5698,0.2,12590,0.14361572265625,4808.69705338,-41.278479957580565,-0.2416682094335556,-0.020762711414135993,1260,,
0.9817256927490234,0.01736335,41615360,7245,0.01174943228252232,388.54,3.6651413440704346,0.0003,5743,0.2,12690,0.1447418212890625,4961.44222773,-41.46045608520508,-0.23991912603378296,-0.019236704253125937,1270,,
0.9809704422950745,0.017719254,41943040,7246,0.012626030715182424,379.27,3.723177671432495,0.0003,5788,0.2,12790,0.1477691650390625,4760.6971373900005,-41.6884578704834,-0.23993653059005737,-0.019468039693310856,1280,,
0.9747365117073059,0.017680012,42000000,,0.016301784245297313,,3.738356113433838,0.0003,,0.2,12810,0.14774169921875,,-41.741108131408694,-0.23906369507312775,-0.018550439341925084,,408.4,5592.670428448915
0.9856329560279846,0.017689805,42270720,7245,0.008992393827065825,388.2,3.788270950317383,0.0003,5833,0.2,12890,0.157452392578125,5015.752762640001,-41.89944648742676,-0.2414071410894394,-0.01870339538436383,1290,,
0.9856764078140259,0.017659217,42598400,7246,0.00927078239619732,376.03,3.837564706802368,0.0003,5878,0.2,12990,0.14976806640625,4793.371793550001,-42.06189079284668,-0.24379582703113556,-0.019950561015866695,1300,,
0.984749972820282,0.018011194,42926080,7247,0.010071348631754518,389.75,3.905916213989258,0.0003,5923,0.2,13090,0.1423583984375,5013.28874276,-42.30800609588623,-0.24601905047893524,-0.020105733477976173,1310,,
0.9816195964813232,0.01777501,43000000,,0.012204761989414692,,3.930927038192749,0.0003,,0.2,13120,0.1431060791015625,,-42.37241973876953,-0.2463173270225525,-0.02025088423397392,,424.8,5572.71299713552
0.984813392162323,0.01682643,43253760,7246,0.009550206642597914,390.31,3.9732604026794434,0.0003,5968,0.2,13190,0.14244384765625,4998.844955899999,-42.5562837600708,-0.2448335736989975,-0.019183251951471903,1320,,
0.9842455387115479,0.017707694,43581440,7247,0.010447998391464352,386.62,4.027012348175049,0.0003,6013,0.2,13290,0.154229736328125,4997.682765840001,-42.7315860748291,-0.24598616361618042,-0.018932954635238274,1330,,
0.9831376671791077,0.017714273,43909120,7248,0.010880767460912466,394.15,4.096970558166504,0.0003,6058,0.2,13390,0.148724365234375,5081.65466212,-42.94495391845703,-0.24710862338542938,-0.019867785484530033,1340,,
0.9884737133979797,0.017493758,44000000,,0.007735405582934618,,4.120131492614746,0.0003,,0.2,13420,0.139703369140625,,-43.03897342681885,-0.2509104311466217,-0.02058627732330933,,399.8,5444.223719087988
0.9877638220787048,0.017894806,44236800,7247,0.00802420279942453,402.49,4.17744255065918,0.0003,6103,0.2,13490,0.140557861328125,5305.248504789999,-43.23139400482178,-0.25004827976226807,-0.01964757570531219,1350,,
0.9821521043777466,0.01755324,44564480,7248,0.011825834354385733,378.59,4.24596643447876,0.0003,6148,0.2,13590,0.147760009765625,4879.4595507,-43.42265682220459,-0.24750353395938873,-0.019131374708376826,1360,,
0.981170654296875,0.01805049,44892160,7248,0.012944686179980635,370.37,4.303811550140381,0.0003,6192,0.2,13690,0.143267822265625,4837.90383637,-43.632510566711424,-0.251521497964859,-0.019915928703267128,1370,,
0.9860414862632751,0.017828993,45000000,,0.00832265829667449,,4.335890293121338,0.0003,,0.2,13730,0.1452056884765625,,-43.71854801177979,-0.25239846110343933,-0.01988809659378603,,353.4,4615.848585903645
0.9807543158531189,0.016782328,45219840,7248,0.012705117138102651,378.84,4.373921871185303,0.0003,6238,0.2,13790,0.1455078125,4908.426649370001,-43.838036155700685,-0.2493514120578766,-0.01880257558077574,1380,,
0.986958920955658,0.017340746,45547520,7249,0.008380375057458877,408.17,4.438709259033203,0.0003,6283,0.2,13890,0.1411865234375,5295.01992728,-44.04854049682617,-0.2560177445411682,-0.0207267303369008,1390,,
0.9862139821052551,0.017470203,45875200,7249,0.008759390586055816,398.63,4.515903472900391,0.0003,6327,0.2,13990,0.13675537109375,5185.0794662,-44.26479873657227,-0.2534438967704773,-0.018933964683674274,1400,,
0.9795590043067932,0.017440865,46000000,,0.012825912749394774,,4.550300121307373,0.0003,,0.2,14030,0.1441650390625,,-44.37024555206299,-0.25487732887268066,-0.020161241851747037,,405.4,5396.740834935755
0.9855659008026123,0.018322617,46202880,7249,0.009626981988549232,396.84,4.588836669921875,0.0003,6373,0.2,14090,0.1502410888671875,5089.58335727,-44.46955795288086,-0.2538563013076782,-0.01933312324108556,1410,,
0.9856969118118286,0.018709254,46530560,7249,0.009517925651744008,378.81,4.676121234893799,0.0003,6418,0.2,14190,0.14959716796875,4890.016857539999,-44.68658981323242,-0.2583954334259033,-0.020685970189515502,1420,,
0.9819779396057129,0.018500438,46858240,7250,0.011551093356683851,399.11,4.755512714385986,0.0003,6462,0.2,14290,0.1443695068359375,5069.484502040001,-44.89860820770264,-0.2564068138599396,-0.01989108818816021,1430,,
0.9823071956634521,0.017972529,47000000,,0.011684786202386022,,4.793957710266113,0.0003,,0.2,14340,0.1538116455078125,,-45.01618881225586,-0.25745710730552673,-0.020055578264873475,,442.2,5567.110977013409
0.9842057228088379,0.018135302,47185920,7249,0.011077104462310671,394.18,4.826380252838135,0.0003,6508,0.2,14390,0.1476043701171875,5037.74987944,-45.12022323608399,-0.25996461510658264,-0.0202671701554209,1440,,
0.9774560332298279,0.01905592,47513600,7250,0.014084767596796156,376.57,4.919753551483154,0.0003,6553,0.2,14490,0.144903564453125,4779.259202249999,-45.38179092407226,-0.25959688425064087,-0.019988119520712645,1450,,
0.9779136180877686,0.018095752,47841280,7250,0.014221492083743214,381.16,4.986169338226318,0.0003,6597,0.2,14590,0.1446197509765625,4873.751491290001,-45.53777732849121,-0.25804466009140015,-0.018923366745002567,1460,,
0.9824384450912476,0.018362785,48000000,,0.011663339147344232,,5.032630443572998,0.0003,,0.2,14640,0.1445220947265625,,-45.66023750305176,-0.26186004281044006,-0.019972173281712458,,395.8,5079.107462358475
0.975586473941803,0.018041953,48168960,7250,0.01690484075807035,383.9,5.072107315063477,0.0003,6643,0.2,14690,0.1494842529296875,4891.593958490001,-45.76078701019287,-0.25867366790771484,-0.018736979621462525,1470,,
0.9751273989677429,0.018324332,48496640,7250,0.015460194554179907,402.23,5.172721862792969,0.0003,6688,0.2,14790,0.1500030517578125,5201.803207479999,-46.00999794006348,-0.2603136897087097,-0.018852645735023543,1480,,
0.9829167723655701,0.017617572,48824320,7251,0.010532456962391735,380.58,5.238598346710205,0.0003,6733,0.2,14890,0.1416839599609375,4854.24495421,-46.17032032012939,-0.26354849338531494,-0.019776804849971085,1490,,
0.9786077737808228,0.017861772,49000000,,0.014672295376658439,,5.310021877288818,0.0003,,0.2,14950,0.146429443359375,,-46.34514179229736,-0.26279571652412415,-0.019427955988794564,,432.4,5687.597199658305
0.9747816920280457,0.01769726,49152000,7250,0.01626782468520105,385.79,5.34685754776001,0.0003,6779,0.2,14990,0.1483184814453125,4902.665817980001,-46.43371925354004,-0.2635705769062042,-0.01913387843524106,1500,,
0.9752736687660217,0.01776395,49479680,7251,0.016420833440497516,386.41,5.44995641708374,0.0003,6823,0.2,15090,0.1453948974609375,4925.842811209999,-46.66762809753418,-0.2652028501033783,-0.019068881002021955,1510,,
0.9821740388870239,0.017881848,49807360,7251,0.011741541791707277,403.14,5.529191017150879,0.0003,6868,0.2,15190,0.1425872802734375,5186.160172360001,-46.78527488708496,-0.26579615473747253,-0.0192553288070485,1520,,
0.9799110293388367,0.017441723,50000000,,0.012970895785838366,,5.581150531768799,0.0003,,0.2,15250,0.144671630859375,,-46.88816089630127,-0.26729702949523926,-0.019492362590972333,,447.4,5845.797893619538
0.9824005961418152,0.018137576,50135040,7251,0.011176158115267754,378.52,5.607547283172607,0.0003,6913,0.2,15290,0.1469207763671875,4873.225491720001,-46.95264530181885,-0.2655472159385681,-0.01896737266215496,1530,,
0.9791675209999084,0.018313557,50462720,7252,0.013831344293430447,395.6,5.70051908493042,0.0003,6958,0.2,15390,0.146502685546875,5047.6616868,-47.12663803100586,-0.2667992115020752,-0.01968123752740212,1540,,
0.9803739190101624,0.019468626,50790400,7252,0.013130762800574302,379.57,5.792126178741455,0.0003,7002,0.2,15490,0.15086669921875,4919.212963330001,-47.304861831665036,-0.26917701959609985,-0.020341367920627816,1550,,
0.9760266542434692,0.017993655,51000000,,0.01528759403154254,,5.836948394775391,0.0003,,0.2,15560,0.145361328125,,-47.43216094970703,-0.26689472794532776,-0.018870945659000427,,412.6,5617.979132020473
0.9858737587928772,0.017883794,51118080,7252,0.009158382681198418,386.36,5.864081859588623,0.0003,7048,0.2,15590,0.150897216796875,4985.86048231,-47.48427047729492,-0.26942887902259827,-0.019469572880188933,1560,,
0.9837635159492493,0.017446391,51445760,7252,0.010371043952181936,391.14,5.955597877502441,0.0003,7093,0.2,15690,0.150482177734375,5037.40057346,-47.676344299316405,-0.27076104283332825,-0.019437629671301693,1570,,
0.9827207326889038,0.017643353,51773440,7253,0.011968477955088019,381.17,6.062702655792236,0.0003,7137,0.2,15790,0.1451934814453125,4857.34937554,-47.89199047088623,-0.27224016189575195,-0.019917110458482056,1580,,
0.9820997714996338,0.018578522,52000000,,0.012898666970431804,,6.11604118347168,0.0003,,0.2,15860,0.14451904296875,,-48.03464546203613,-0.2718668282032013,-0.020074223296251147,,422.2,5660.469909629226
0.9829604029655457,0.017974555,52101120,7252,0.01187612870708108,391.4,6.155220985412598,0.0003,7183,0.2,15890,0.1472625732421875,5069.74565388,-48.106202125549316,-0.274608314037323,-0.020269162545446306,1590,,
0.9827037453651428,0.018748138,52428800,7253,0.011678376281633974,389.1,6.2651896476745605,0.0003,7228,0.2,15990,0.1481536865234375,4970.68563825,-48.27101860046387,-0.2748871147632599,-0.02013716462533921,1600,,
0.9835809469223022,0.01735156,52756480,7253,0.011811651522293687,388.47,6.3294477462768555,0.0003,7272,0.2,16090,0.1406890869140625,5075.16593589,-48.403675651550294,-0.27356627583503723,-0.019081483158515766,1610,,
0.9794903993606567,0.018463604,53000000,,0.01315452395938337,,6.403310775756836,0.0003,,0.2,16170,0.14622802734375,,-48.58466701507568,-0.2751231789588928,-0.019988703506533055,,410.6,4965.023006288417
0.9845743775367737,0.016733533,53084160,7253,0.009694330487400293,397.52,6.426077365875244,0.0003,7318,0.2,16190,0.1423431396484375,5177.45248694,-48.632001876831055,-0.27562806010246277,-0.01955291906488128,1620,,
0.9814842939376831,0.01919121,53411840,7253,0.012065226677805185,396.25,6.526020050048828,0.0003,7363,0.2,16290,0.1498443603515625,5161.24071291,-48.803443336486815,-0.27477630972862244,-0.019923944002948703,1630,,
0.9832366108894348,0.016685616,53739520,7254,0.011492487555369735,397.19,6.616201400756836,0.0003,7407,0.2,16390,0.13961181640625,5134.24052976,-48.96580410003662,-0.27513501048088074,-0.018633699184283613,1640,,
0.9786151051521301,0.018962035,54000000,,0.013850096939131617,,6.713818073272705,0.0003,,0.2,16470,0.149530029296875,,-49.11242809295654,-0.27723661065101624,-0.01970993367722258,,312.8,3374.8383022498338
0.9811285734176636,0.01685045,54067200,7254,0.011575192213058472,392.1,6.748919486999512,0.0003,7453,0.2,16490,0.1441619873046875,5040.792783569999,-49.184561538696286,-0.2776663899421692,-0.019119520112872122,1650,,
0.9847521781921387,0.017557856,54394880,7254,0.010386377526447176,395.61,6.813781261444092,0.0003,7497,0.2,16590,0.1465118408203125,5097.07331653,-49.356405639648436,-0.2786461412906647,-0.01925591630861163,1660,,
0.9836266040802002,0.017943181,54722560,7255,0.009980374108999967,390.14,6.906031131744385,0.0003,7542,0.2,16690,0.14852294921875,5037.824148160001,-49.51537170410156,-0.2787419259548187,-0.019489759893622248,1670,,
0.979836642742157,0.017853606,55000000,,0.01408243584446609,,7.014589309692383,0.0003,,0.2,16780,0.14522705078125,,-49.71483116149902,-0.28016579151153564,-0.019331188389332964,,407.2,5133.6034844925625
0.9814793467521667,0.017672388,55050240,7254,0.01256034835241735,390.67,7.019249439239502,0.0003,7588,0.2,16790,0.1459747314453125,4956.87997638,-49.72652759552002,-0.2809165418148041,-0.02002892296295613,1680,,
0.9856219291687012,0.018253844,55377920,7255,0.010046372842043638,409.19,7.134753227233887,0.0003,7632,0.2,16890,0.1419952392578125,5343.995520660001,-49.917144012451175,-0.28446412086486816,-0.020009888208005578,1690,,
0.9815503358840942,0.0173188,55705600,7255,0.011693994887173176,391.46,7.276421546936035,0.0003,7677,0.2,16990,0.1407440185546875,5146.58050315,-50.11266613006592,-0.2810612618923187,-0.018677393841790034,1700,,
0.9784402251243591,0.017918652,56000000,,0.014216157840564847,,7.397545337677002,0.0003,,0.2,17080,0.146826171875,,-50.3353235244751,-0.28116872906684875,-0.018380676876404323,,427.2,5597.7525900712235
0.9824346303939819,0.01761654,56033280,7255,0.011270615831017494,405.49,7.409581661224365,0.0003,7723,0.2,17090,0.1392120361328125,5244.062319860001,-50.35087566375732,-0.28393104672431946,-0.019672052061650902,1710,,
0.9830148220062256,0.018609986,56360960,7255,0.01077722772024572,394.12,7.532944679260254,0.0003,7767,0.2,17190,0.1560760498046875,5084.743126949999,-50.56868152618408,-0.28611457347869873,-0.019975355168571695,1720,,
0.9850455522537231,0.016934318,56688640,7256,0.010188003722578286,383.96,7.682675361633301,0.0003,7812,0.2,17290,0.1404144287109375,4883.515356069999,-50.77775688171387,-0.2841475307941437,-0.01854271222837269,1730,,
0.9814666509628296,0.018105108,57000000,,0.012138689029961824,,7.81915807723999,0.0003,,0.2,17390,0.1465118408203125,,-50.98479175567627,-0.28607413172721863,-0.01875520802568644,,429.0,5596.895599618554
,,57016320,7255,,395.02,,,7857,,,,5074.52299984,,,,1740,,
0.9789920449256897,0.018229883,57344000,7256,0.014103681780397892,382.02,7.970440864562988,0.0003,7902,0.2,17490,0.15111083984375,4858.516554129999,-51.2450834274292,-0.28876781463623047,-0.02000063497107476,1750,,
0.985674262046814,0.018015455,57671680,7256,0.009545659087598324,395.96,8.120079040527344,0.0003,7947,0.2,17590,0.143359375,5125.48585429,-51.456861877441405,-0.2915772795677185,-0.020555525412783028,1760,,
0.9780892729759216,0.019724282,57999360,7257,0.01387064540758729,397.12,8.226079940795898,0.0003,7991,0.2,17690,0.1539215087890625,5066.24313539,-51.66604499816894,-0.29023197293281555,-0.02020776394638233,1770,,
0.9827339053153992,0.017835245,58000000,,0.011489612376317382,,8.232858657836914,0.0003,,0.2,17700,0.1458282470703125,,-51.690681076049806,-0.29293277859687805,-0.02025331404292956,,452.6,5862.12111260593
0.9851503968238831,0.016612656,58327040,7256,0.009901017835363745,403.74,8.352150917053223,0.0003,8037,0.2,17790,0.1355316162109375,5238.1204632300005,-51.84272289276123,-0.2915535271167755,-0.019638030603528023,1780,,
0.9831516146659851,0.018090686,58654720,7257,0.011663831118494273,397.53,8.48340129852295,0.0003,8082,0.2,17890,0.14510498046875,5115.26737592,-52.001348876953124,-0.29283130168914795,-0.01983273037476465,1790,,
0.9875244498252869,0.017477863,58982400,7257,0.008459314797073602,401.21,8.554542541503906,0.0003,8126,0.2,17990,0.14317626953125,5174.76716835,-52.12752990722656,-0.29371151328086853,-0.020295843039639293,1800,,
0.9851019382476807,0.01763868,59000000,,0.010075125144794583,,8.570871353149414,0.0003,,0.2,18000,0.1429656982421875,,-52.142846488952635,-0.2920528054237366,-0.01904069253359921,,393.0,5106.087647847831
0.9859104156494141,0.018013297,59310080,7257,0.009781782515347004,398.41,8.704322814941406,0.0003,8172,0.2,18090,0.138525390625,5183.086967380001,-52.33147659301758,-0.2933330535888672,-0.01972055594669655,1810,,
0.9854387640953064,0.017770989,59637760,7257,0.009363937424495816,395.57,8.889832496643066,0.0003,8217,0.2,18190,0.1462310791015625,5125.360428000001,-52.562068176269534,-0.29544755816459656,-0.01992045056540519,1820,,
0.9845119714736938,0.017772157,59965440,7258,0.01056574508547783,393.37,9.02155590057373,0.0003,8261,0.2,18290,0.14498291015625,5049.78352013,-52.72599792480469,-0.2960785925388336,-0.019277082418557256,1830,,
0.9829824566841125,0.017018843,60000000,,0.011300269607454538,,9.04860782623291,0.0003,,0.2,18310,0.13724365234375,,-52.75618991851807,-0.2954191565513611,-0.019593030028045178,,432.4,5854.819195425511
0.9832735061645508,0.01808159,60293120,7258,0.010574977891519666,415.97,9.143291473388672,0.0003,8307,0.2,18390,0.1458984375,5380.69925717,-52.8682165145874,-0.29620060324668884,-0.0199458034010604,1840,,
0.9811517000198364,0.01669118,60620800,7258,0.013082021148875356,391.42,9.26419734954834,0.0003,8351,0.2,18490,0.1463043212890625,5023.9704138100005,-53.066234016418456,-0.2964266836643219,-0.018999721284490078,1850,,
0.9794239401817322,0.017434653,60948480,7258,0.014032109268009662,401.09,9.374831199645996,0.0003,8396,0.2,18590,0.1439666748046875,5122.088081360001,-53.24501476287842,-0.2962287366390228,-0.018755640630843118,1860,,
0.9767147898674011,0.019613704,61000000,,0.01509522059932351,,9.391145706176758,0.0003,,0.2,18610,0.1539642333984375,,-53.288014793395995,-0.30031850934028625,-0.02107328303391114,,456.2,6083.202061653137
0.9807165861129761,0.017199576,61276160,7258,0.012879966711625456,392.69,9.509490966796875,0.0003,8442,0.2,18690,0.1461700439453125,5038.59649905,-53.44408283233643,-0.2986835241317749,-0.01954617297742516,1870,,
0.9808077812194824,0.01882249,61603840,7258,0.012076346855610608,397.22,9.657159805297852,0.0003,8487,0.2,18790,0.146160888671875,5066.52305313,-53.59517421722412,-0.3026280105113983,-0.02053462471230887,1880,,
0.9846675992012024,0.01830792,61931520,7258,0.010278897872194648,407.19,9.773909568786621,0.0003,8531,0.2,18890,0.1439178466796875,5243.071284649999,-53.7691686630249,-0.3026955723762512,-0.020266548590734602,1890,,
0.9806393384933472,0.016916446,62000000,,0.013641609670594334,,9.831196784973145,0.0003,,0.2,18920,0.1374053955078125,,-53.817345237731935,-0.29913631081581116,-0.018542191409505904,,415.4,5361.540275160968
0.9814194440841675,0.016939014,62259200,7258,0.012290480360388756,411.39,9.95682430267334,0.0003,8577,0.2,18990,0.141326904296875,5340.01843858,-53.95733852386475,-0.30335044860839844,-0.01953248484060168,1900,,
0.9818142056465149,0.017122135,62586880,7258,0.0123119184281677,435.36,10.13322639465332,0.0003,8622,0.2,19090,0.1459686279296875,5584.5915552999995,-54.16686954498291,-0.30185049772262573,-0.019241464789956808,1910,,
0.9867942929267883,0.016799834,62914560,7259,0.009277829667553306,409.83,10.28528881072998,0.0003,8666,0.2,19190,0.1354217529296875,5230.715913999999,-54.32884540557861,-0.3055841624736786,-0.019963782605191226,1920,,
0.982841968536377,0.017309876,63000000,,0.01201454373076558,,10.326282501220703,0.0003,,0.2,19220,0.1437042236328125,,-54.35997905731201,-0.3030288517475128,-0.019766560627613217,,447.4,6014.449174541235
0.9798650145530701,0.016878678,63242240,7258,0.013491680752485991,407.05,10.474011421203613,0.0003,8712,0.2,19290,0.1322845458984375,5266.78097509,-54.47547836303711,-0.30366218090057373,-0.019115423306357116,1930,,
0.9863319396972656,0.016572013,63569920,7259,0.009099823515862226,432.86,10.63833999633789,0.0003,8757,0.2,19390,0.1369537353515625,5509.901691189999,-54.654655647277835,-0.306439071893692,-0.019484532985370607,1940,,
0.9826964735984802,0.017150791,63897600,7259,0.010958809638395905,404.07,10.779027938842773,0.0003,8801,0.2,19490,0.134344482421875,5227.30974584,-54.78271656036377,-0.30383384227752686,-0.01834985374007374,1950,,
0.9799746870994568,0.017232552,64000000,,0.01424134774133563,,10.865927696228027,0.0003,,0.2,19530,0.1397369384765625,,-54.87200984954834,-0.3065192401409149,-0.019764791755005718,,461.4,6095.460423595645
0.97650146484375,0.019352729,64225280,7258,0.016142283054068684,413.93,10.968086242675781,0.0003,8847,0.2,19590,0.1509521484375,5390.003109840001,-54.95860195159912,-0.3053114414215088,-0.01942021257709712,1960,,
0.983244776725769,0.019251324,64552960,7259,0.010788839403539896,398.62,11.11806583404541,0.0003,8892,0.2,19690,0.1543670654296875,5164.2186262,-55.118564224243165,-0.31020328402519226,-0.020724959392100572,1970,,
0.9791753888130188,0.017061004,64880640,7259,0.015036040917038918,421.51,11.314406394958496,0.0003,8937,0.2,19790,0.1321685791015625,5388.292707249999,-55.31122817993164,-0.3065369427204132,-0.01839238840620965,1980,,
0.9814578294754028,0.016918452,65000000,,0.012457536347210408,,11.392557144165039,0.0003,,0.2,19830,0.1402374267578125,,-55.38056659698486,-0.30670925974845886,-0.018448033585445955,,428.0,5247.225195035338
0.9851399064064026,0.016969634,65208320,7258,0.009805557504296302,408.13,11.474447250366211,0.0003,8983,0.2,19890,0.137042236328125,5198.885105220001,-55.51586513519287,-0.3114010989665985,-0.020201445763814264,1990,,
0.9768112897872925,0.017929006,65536000,7258,0.01592411515302956,395.77,11.638153076171875,0.0003,9028,0.2,19990,0.1378936767578125,5046.591155049999,-55.699419021606445,-0.3103259205818176,-0.019798105768859386,2000,,
0.9861732125282288,0.017809657,65863680,7257,0.00959158963523805,419.29,11.888999938964844,0.0003,9074,0.2,20090,0.1417388916015625,5442.9062570999995,-55.859845352172854,-0.31265994906425476,-0.02028965327772312,2010,,
0.9841866493225098,0.01788121,66000000,,0.01050439509563148,,12.0435791015625,0.0003,,0.2,20140,0.13665771484375,,-55.96954498291016,-0.31209108233451843,-0.01968874955782667,,471.2,6048.834807121753
0.9756559729576111,0.018064544,66191360,7257,0.017923963721841574,401.82,12.175633430480957,0.0003,9120,0.2,20190,0.1421630859375,5034.33980469,-56.10187702178955,-0.3124513328075409,-0.01987310629338026,2020,,
0.9839110970497131,0.01650403,66519040,7257,0.010584323015064002,411.96,12.382047653198242,0.0003,9165,0.2,20290,0.1361785888671875,5327.86953248,-56.32240180969238,-0.31297028064727783,-0.018446997040882707,2030,,
0.9807153940200806,0.016428001,66846720,7258,0.01237475024536252,398.69,12.578465461730957,0.0003,9209,0.2,20390,0.1279327392578125,5119.17133414,-56.451551246643064,-0.31316420435905457,-0.01807120136800222,2040,,
0.9772313237190247,0.017478492,67000000,,0.014570485008880496,,12.715982437133789,0.0003,,0.2,20440,0.141357421875,,-56.586001014709474,-0.31388235092163086,-0.01958127456018701,,428.0,5787.937703442573
0.9815531969070435,0.017585857,67174400,7257,0.012405657162889838,415.78,12.821608543395996,0.0003,9255,0.2,20490,0.145037841796875,5423.985531959999,-56.691243743896486,-0.31590554118156433,-0.019537785835564137,2050,,
0.9746758341789246,0.017527051,67502080,7257,0.01715853502973914,395.32,13.024298667907715,0.0003,9300,0.2,20590,0.1376434326171875,5153.46718758,-56.9258171081543,-0.31424739956855774,-0.019093821285059674,2060,,
0.9778947234153748,0.01814153,67829760,7258,0.01580171347595751,413.39,13.26087474822998,0.0003,9344,0.2,20690,0.1357177734375,5228.93649884,-57.138877868652344,-0.3176005184650421,-0.019574268738506363,2070,,
0.9813989996910095,0.017667893,68000000,,0.011817553034052252,,13.419331550598145,0.0003,,0.2,20750,0.13660888671875,,-57.250974082946776,-0.3155040740966797,-0.018158410920295864,,466.0,6381.570854383707
0.9791750907897949,0.01748603,68157440,7257,0.013462949637323618,398.53,13.509928703308105,0.0003,9390,0.2,20790,0.1380859375,5137.804653,-57.32023582458496,-0.3176220655441284,-0.019078213616739958,2080,,
0.9744425415992737,0.016964283,68485120,7258,0.017388766491785647,394.61,13.773280143737793,0.0003,9435,0.2,20890,0.13726806640625,5085.21736865,-57.50472354888916,-0.31797897815704346,-0.0194344780233223,2090,,
0.9779015779495239,0.017287176,68812800,7259,0.01601748918183148,389.2,13.994561195373535,0.0003,9479,0.2,20990,0.1400054931640625,4934.06109135,-57.67515754699707,-0.3188937306404114,-0.019787969521712512,2100,,
0.9841418862342834,0.017137457,69000000,,0.011409447295591235,,14.144055366516113,0.0003,,0.2,21050,0.1277740478515625,,-57.77273807525635,-0.3210503160953522,-0.018871769739780574,,483.4,6469.114425083995
0.9801546335220337,0.017461319,69140480,7258,0.014024636847898364,428.39,14.192122459411621,0.0003,9525,0.2,21090,0.134210205078125,5397.935415219999,-57.82331562042236,-0.32218098640441895,-0.020011823193635793,2110,,
0.9836528301239014,0.016738253,69468160,7258,0.010109819704666734,405.88,14.439460754394531,0.0003,9570,0.2,21190,0.1315948486328125,5267.31654689,-57.95181140899658,-0.3221941888332367,-0.01911183202173561,2120,,
0.9785209894180298,0.018531244,69795840,7259,0.014984971983358264,400.34,14.778271675109863,0.0003,9614,0.2,21290,0.141375732421875,5143.289074079999,-58.14224491119385,-0.32223424315452576,-0.020329094876069577,2130,,
0.9773313999176025,0.018012483,70000000,,0.015283297933638095,,14.960819244384766,0.0003,,0.2,21360,0.1401336669921875,,-58.2904275894165,-0.32261547446250916,-0.019120775570627302,,470.6,6325.224554997682
0.9817673563957214,0.0180853,70123520,7258,0.012508295848965645,427.58,15.01745891571045,0.0003,9660,0.2,21390,0.1346527099609375,5437.37616549,-58.347866249084475,-0.32645168900489807,-0.02017433070577681,2140,,
0.978242039680481,0.018545825,70451200,7259,0.014702641451731325,401.08,15.335740089416504,0.0003,9705,0.2,21490,0.1389739990234375,5229.9911724700005,-58.55038337707519,-0.3246982991695404,-0.02001843540929258,2150,,
0.9796559810638428,0.016428076,70778880,7259,0.012898337235674262,425.48,15.61635971069336,0.0003,9749,0.2,21590,0.128704833984375,5574.641027780001,-58.69908561706543,-0.3246196210384369,-0.019038818310946226,2160,,
